1171,042724609375
851,636474609375
1167,6822509765625
1109,69482421875
1090,6309814453125
1009,2035522460938
970,728271484375
937,831298828125
695,2459106445312
807,9017944335938
755,585205078125
816,2655029296875
827,275634765625
897,2427978515625
774,5514526367188
1001,9345703125
842,25927734375
640,6721801757812
898,8347778320312
867,3712158203125
906,8286743164062
980,4143676757812
782,6934814453125
784,0963745117188
1014,040283203125
731,762451171875
827,9464111328125
845,7660522460938
708,4600830078125
718,3801879882812
674,5076904296875
839,6672973632812
697,933837890625
870,0382080078125
756,1875
757,582763671875
640,09765625
843,379638671875
663,425048828125
823,8943481445312
597,6040649414062
904,3717651367188
900,0928955078125
643,0186767578125
796,2210083007812
842,5971069335938
662,3108520507812
661,6785888671875
698,702880859375
865,7691040039062
642,8462524414062
586,7320556640625
670,990966796875
824,3547973632812
761,279296875
508,0769348144531
678,8999633789062
740,689697265625
812,4720458984375
1016,3176879882812
787,114990234375
689,103759765625
931,914794921875
762,9390869140625
827,6829223632812
958,7890625
750,1195068359375
754,2161865234375
560,8433227539062
818,8668823242188
978,9327392578125
896,599853515625
904,4351196289062
678,961669921875
729,464111328125
742,617431640625
818,7808837890625
809,488037109375
747,331787109375
685,2437133789062
642,0499877929688
632,2362060546875
645,1122436523438
630,4837036132812
631,5775756835938
620,1420288085938
904,2550048828125
689,259765625
607,966552734375
553,9498291015625
601,4923706054688
865,0601196289062
687,5255737304688
548,0634155273438
679,7587280273438
830,4551391601562
831,2053833007812
759,9539794921875
735,005126953125
662,43701171875
628,2870483398438
817,5771484375
705,132080078125
623,8004760742188
842,396240234375
927,1297607421875
609,6106567382812
497,9899597167969
701,5138549804688
647,5878295898438
599,7677001953125
794,550537109375
791,911376953125
788,3931274414062
661,020751953125
669,6729736328125
687,754150390625
695,1347045898438
632,8521118164062
607,6323852539062
614,7755737304688
818,6513061523438
791,4501953125
720,3825073242188
595,029296875
633,5560302734375
571,7444458007812
720,2203979492188
623,13720703125
708,9525146484375
568,0745849609375
729,8942260742188
726,2703247070312
883,11083984375
698,95947265625
792,3414916992188
662,7907104492188
680,1966552734375
711,8749389648438
740,949951171875
714,328857421875
792,4124145507812
803,3050537109375
758,253662109375
921,3446044921875
593,6460571289062
663,216064453125
705,5059204101562
706,5818481445312
539,915283203125
700,9390869140625
804,77978515625
792,504150390625
685,786865234375
705,878173828125
597,8260498046875
680,9202880859375
721,1643676757812
684,3348388671875
870,3004760742188
746,4358520507812
829,240966796875
822,3544921875
881,0841674804688
778,3988647460938
578,260986328125
1135,96484375
666,2255249023438
732,349609375
681,9833984375
663,2109985351562
700,3317260742188
741,4058227539062
697,8452758789062
757,4819946289062
548,4337158203125
832,3013916015625
601,3605346679688
753,3483276367188
591,0707397460938
811,207275390625
532,249755859375
888,820556640625
645,3277587890625
630,649169921875
711,148193359375
557,5647583007812
688,8718872070312
742,1935424804688
704,6609497070312
592,3496704101562
714,6478881835938
753,7115478515625
590,060302734375
753,644287109375
841,4708862304688
866,109130859375
743,2045288085938
623,3306274414062
687,6103515625
695,8663940429688
737,5604858398438
646,3642578125
641,4779663085938
664,7230834960938
726,4529418945312
671,1326904296875
576,4747314453125
773,195556640625
833,9937133789062
607,3737182617188
754,8751220703125
621,08740234375
683,415283203125
856,412109375
522,4027099609375
735,7994384765625
642,2892456054688
832,5927734375
674,8480834960938
563,7249755859375
701,0510864257812
809,2939453125
736,713623046875
694,595703125
533,433837890625
710,0363159179688
612,7279052734375
710,6425170898438
673,5880737304688
857,0205078125
620,2567749023438
702,3564453125
616,1661987304688
701,4442138671875
783,7280883789062
654,430419921875
598,944091796875
709,7116088867188
658,277099609375
818,1957397460938
590,6129760742188
632,343994140625
533,5128173828125
975,6434326171875
733,9246826171875
519,4364013671875
797,6807861328125
669,469482421875
1065,7620849609375
450,99884033203125
616,2478637695312
789,9067993164062
596,900634765625
656,5164184570312
683,9596557617188
937,5534057617188
601,063720703125
624,9779052734375
781,5054321289062
734,1026611328125
671,660400390625
605,0354614257812
619,792724609375
701,2538452148438
734,0529174804688
729,494140625
620,129150390625
811,882080078125
556,9509887695312
703,510009765625
522,028564453125
594,6851196289062
656,82373046875
646,5508422851562
544,5977172851562
733,1631469726562
528,3306884765625
670,6121215820312
577,6254272460938
612,536865234375
648,8972778320312
631,4808349609375
702,7665405273438
536,5654296875
530,4984741210938
631,8598022460938
517,1515502929688
568,8834838867188
687,6197509765625
605,987548828125
583,6322631835938
601,8426513671875
732,5299072265625
680,17626953125
626,957763671875
1024,154541015625
613,14892578125
537,4854125976562
661,614501953125
859,1368408203125
613,6599731445312
624,96484375
631,034912109375
726,3465576171875
657,6903686523438
663,363525390625
742,1957397460938
752,292236328125
740,5963745117188
610,580810546875
618,209716796875
720,6821899414062
