795,798828125
967,8734741210938
805,1568603515625
547,6735229492188
900,9940795898438
922,1453857421875
678,9969482421875
648,715087890625
686,3092041015625
681,2555541992188
683,6199951171875
686,970703125
688,7989501953125
613,8073120117188
718,3211059570312
686,4718017578125
641,29541015625
714,5079956054688
577,2564697265625
562,3267211914062
672,013916015625
870,3221435546875
690,192626953125
661,2235717773438
577,709228515625
654,220947265625
579,3323364257812
587,6493530273438
604,2183227539062
657,0330200195312
558,0618286132812
864,1058959960938
663,4893798828125
509,29046630859375
529,660400390625
729,345458984375
693,7278442382812
686,56640625
441,24755859375
565,5789184570312
710,6549682617188
601,6785888671875
643,3275756835938
604,2788696289062
705,0068969726562
533,4144287109375
672,1236572265625
474,25982666015625
513,3179931640625
792,3617553710938
858,1959838867188
564,6343383789062
746,618408203125
624,9421997070312
744,4597778320312
501,5378723144531
706,13232421875
544,552001953125
577,4989624023438
513,4710083007812
642,8912353515625
443,7512512207031
647,1832275390625
676,189453125
582,0700073242188
654,136474609375
601,9781494140625
706,9434204101562
926,0755004882812
605,2933959960938
742,4760131835938
596,826171875
588,4730834960938
633,31005859375
481,8078308105469
512,3143310546875
549,9760131835938
645,285400390625
724,770751953125
652,46240234375
557,8500366210938
922,59765625
516,345458984375
566,2632446289062
520,1767578125
764,0748901367188
589,0022583007812
517,688720703125
615,2862548828125
507,6531066894531
543,298095703125
512,6249389648438
573,8876953125
654,371337890625
622,212646484375
656,360107421875
638,627197265625
609,2048950195312
611,1878051757812
488,26214599609375
484,3446044921875
596,0255737304688
507,1824035644531
521,66748046875
600,1425170898438
659,6776733398438
476,14202880859375
670,3856201171875
550,8284301757812
661,1724243164062
391,46783447265625
666,8724975585938
610,373291015625
515,27294921875
535,33984375
529,500244140625
527,4262084960938
629,5745239257812
454,5420227050781
484,3125
549,7247314453125
429,7197265625
636,6505126953125
558,2854614257812
512,6903076171875
603,87060546875
432,919921875
552,122802734375
498,9343566894531
627,432861328125
490,5279846191406
643,132080078125
533,3729248046875
487,70306396484375
611,6157836914062
578,443603515625
445,88250732421875
519,376708984375
642,531005859375
469,4626770019531
476,6681213378906
632,4956665039062
513,4432373046875
549,214599609375
579,6064453125
580,750244140625
522,055419921875
750,294677734375
683,739990234375
668,8478393554688
525,3953857421875
568,5504760742188
585,9851684570312
584,5994873046875
506,7823791503906
695,611572265625
597,7669677734375
415,8060302734375
607,0435791015625
421,3116760253906
581,5740356445312
592,44580078125
600,6737060546875
577,693115234375
683,9581909179688
522,7631225585938
549,054443359375
612,92529296875
603,90625
618,7680053710938
610,2544555664062
681,751708984375
462,5821838378906
533,425048828125
565,9231567382812
531,9322509765625
626,2000732421875
554,3728637695312
653,2696533203125
519,3069458007812
672,317626953125
638,1697998046875
494,5478515625
563,933837890625
533,5640869140625
512,415283203125
565,3529663085938
603,5550537109375
538,8278198242188
388,02294921875
582,1531372070312
639,1021118164062
549,0182495117188
425,4671325683594
699,8816528320312
702,7044067382812
627,4091796875
410,464111328125
528,6372680664062
444,61566162109375
478,5066833496094
441,390380859375
493,1028137207031
409,98724365234375
590,9071044921875
666,3278198242188
471,5696105957031
485,33453369140625
491,9898681640625
602,8251953125
560,4781494140625
561,974365234375
391,0790100097656
424,3695068359375
491,25286865234375
697,8345336914062
440,7218322753906
519,3516845703125
662,122314453125
454,3521728515625
494,6907043457031
686,6944580078125
387,6002197265625
571,2455444335938
515,784423828125
548,213623046875
463,84613037109375
565,2874145507812
435,5085144042969
538,433837890625
515,9854736328125
434,7424621582031
452,3368835449219
507,5235900878906
505,19732666015625
586,4423828125
537,4935913085938
412,2236328125
716,89111328125
422,4354248046875
501,2776184082031
457,6482238769531
451,4854736328125
618,2691040039062
520,4349975585938
576,9907836914062
549,1624145507812
593,3623046875
462,3419189453125
642,3903198242188
605,6137084960938
557,6384887695312
616,6941528320312
418,0751647949219
639,8690795898438
627,8057250976562
560,9757080078125
636,3797607421875
541,4329223632812
616,0559692382812
585,621826171875
520,0146484375
695,17626953125
650,2220458984375
583,973876953125
603,0953979492188
523,959228515625
529,1912841796875
493,9206237792969
532,972900390625
428,9660339355469
684,523681640625
387,8084411621094
369,6622009277344
494,29632568359375
591,5294189453125
431,4806213378906
630,3267822265625
451,8959655761719
493,03948974609375
472,0134582519531
626,5820922851562
491,6856994628906
560,8428344726562
595,9781494140625
549,8833618164062
592,8058471679688
515,5389404296875
492,5732421875
474,7189025878906
546,5538940429688
505,52880859375
564,8623657226562
526,468505859375
703,6124267578125
540,9860229492188
569,1079711914062
514,5914306640625
491,7586669921875
644,3909301757812
506,66064453125
629,3302001953125
614,7393188476562
503,0003356933594
586,4308471679688
499,5138854980469
640,91162109375
510,72943115234375
551,367431640625
607,3673706054688
539,9607543945312
518,4976196289062
582,4706420898438
